72,1,1,96
96,2,1,121
121,1,2,169
169,6,3,94
94,8,2,92
92,3,1,118
118,1,2,166
166,8,1,165
165,3,1,191
191,4,2,193
193,8,3,190
190,5,2,142
142,3,2,194
194,1,3,266
266,5,3,194
194,8,3,191
191,5,2,143
143,7,2,91
91,7,3,13
13,4,2,15
15,8,1,14
14,2,1,39
39,6,3,39
39,5,2,39
39,2,1,64
64,5,2,16
16,6,2,16
16,6,1,16
16,2,1,41
41,2,1,66
66,7,1,40
40,3,3,118
118,8,3,115
115,7,1,89
89,3,2,141
141,7,3,63
63,8,1,62
62,3,1,88
88,5,1,64
64,4,1,65
65,2,2,115
115,6,3,40
40,1,3,112
112,5,3,40
40,3,1,66
66,5,3,66
66,7,3,66
66,5,3,66
66,4,2,68
68,2,3,143
143,1,3,215
215,6,2,165
165,7,1,139
139,2,1,164
164,5,1,140
140,3,3,218
218,8,1,217
217,7,3,139
139,2,2,189
189,3,3,267
267,5,2,219
219,6,2,169
169,5,1,145
145,2,2,195
195,4,2,197
197,6,3,122
122,3,3,200
200,5,2,200
200,5,1,200
200,4,2,200
200,3,2,8
8,7,3,122
122,1,1,146
146,6,1,121
121,3,2,173
173,7,3,95
95,8,1,94
94,8,3,91
91,8,3,88
88,1,2,136
