74,5,3,74
74,5,1,50
50,3,2,8
8,1,3,122
122,7,3,44
44,4,1,45
45,6,3,45
45,3,3,123
123,6,1,98
98,1,2,146
146,5,1,122
122,5,1,98
98,8,1,97
97,3,2,149
149,8,2,147
147,1,1,171
171,3,1,197
197,8,1,196
196,6,1,171
171,3,1,197
197,2,2,247
247,4,2,249
249,2,2,299
299,6,3,224
224,7,3,146
146,5,1,122
122,3,1,148
148,2,1,173
173,3,1,199
199,7,1,173
173,3,1,199
199,2,3,274
274,4,2,274
274,1,3,346
346,8,3,343
343,2,3,418
418,1,3,490
490,3,1,516
516,2,3,591
591,6,2,541
541,5,2,493
493,7,3,415
415,4,1,416
416,5,1,392
392,3,2,444
444,4,1,445
445,4,2,447
447,6,3,372
372,8,2,370
370,1,1,394
394,7,3,316
316,8,1,315
315,8,3,312
312,5,3,240
240,8,3,237
237,8,2,235
235,7,1,209
209,5,3,137
137,1,2,185
185,4,2,187
187,1,3,259
259,8,1,258
258,1,3,330
330,8,2,328
328,8,1,327
327,3,1,353
353,8,2,351
351,3,2,403
403,8,3,403
403,2,2,453
453,6,3,378
378,4,3,381
381,8,3,378
378,8,2,376
376,5,1,352
352,4,1,353
353,2,1,378
378,3,2,430
430,4,2,432
432,5,1,408
408,7,1,382
382,5,2,334
334,4,3,337
337,1,3,409
409,5,2,361
361,5,3,289
289,6,3,214
214,7,2,162
162,1,3,234
234,2,3,309
309,1,2,357
357,6,3,282
282,1,3,354
354,6,3,279
279,3,3,357
357,1,2,405
405,3,3,483
483,1,2,531
531,1,3,603
603,3,1,603
603,3,1,603
603,2,1,603
603,5,3,531
531,2,2,581
581,2,2,581
581,5,2,533
533,3,1,559
559,4,2,561
561,5,2,513
513,2,2,563
563,5,2,515
515,1,3,587
587,6,3,512
512,3,2,564
564,6,1,539
539,2,1,564
564,8,2,562
562,8,1,561
561,1,3,561
561,2,3,561
561,4,3,564
564,4,1,565
565,5,1,541
541,5,1,517
517,4,3,520
520,6,3,445
445,2,1,470
470,2,2,520
520,6,2,470
470,2,2,520
520,8,3,517
517,7,2,465
465,8,1,464
464,8,1,463
463,1,1,487
487,2,3,562
562,4,2,564
564,4,2,566
566,2,2,616
616,6,3,541
541,1,2,589
589,5,1,565
565,1,1,589
589,1,2,589
589,6,2,539
539,8,2,537
537,6,3,462
462,5,3,390
390,3,2,442
442,5,1,418
418,3,1,444
444,3,2,496
496,3,2,548
548,5,1,524
524,1,2,572
572,1,3,572
572,1,1,596
596,8,2,594
594,3,2,8
8,3,2,8
8,8,3,591
591,2,1,616
616,5,1,592
592,6,2,542
542,6,3,467
467,5,1,443
443,3,2,495
495,1,2,543
543,8,1,542
542,7,3,464
464,2,2,514
514,7,1,488
488,3,2,540
540,1,3,612
612,8,2,610
610,2,2,610
610,3,3,610
610,2,3,610
610,6,2,560
560,5,3,488
488,2,2,538
538,7,2,486
486,4,2,488
488,6,2,438
438,8,1,437
437,4,2,439
439,1,2,487
487,8,3,484
484,1,3,556
556,7,1,530
530,7,2,478
478,4,1,479
479,2,1,504
504,5,1,480
480,2,2,530
530,2,2,580
580,6,2,530
530,2,1,555
555,6,3,480
480,6,2,430
430,1,2,478
478,2,3,553
553,1,2,601
601,7,3,601
601,3,1,601
601,2,2,601
601,2,3,601
601,4,1,602
602,7,1,576
576,8,3,576
576,2,1,601
601,8,3,601
601,2,1,601
601,6,1,576
576,8,2,576
576,5,2,528
528,5,3,456
456,8,1,455
455,3,2,507
507,3,2,559
559,6,3,484
484,2,2,534
534,7,1,508
508,5,2,460
460,6,3,385
385,1,1,409
409,1,3,481
481,3,2,533
533,7,3,455
455,7,1,429
429,6,2,379
379,7,3,301
301,4,2,303
303,4,1,304
304,6,3,229
229,2,3,304
304,5,2,256
256,4,3,259
259,4,2,261
261,7,1,235
235,3,1,261
261,3,1,287
287,3,1,313
313,3,2,365
365,6,2,315
315,1,1,339
339,2,3,414
414,4,1,415
415,8,2,413
413,7,2,361
361,3,1,387
387,4,1,388
388,8,1,387
387,2,3,462
462,1,1,486
486,1,2,534
534,2,1,559
559,1,1,583
583,7,1,557
557,4,1,558
558,5,2,510
510,6,1,485
485,5,1,461
461,6,3,386
386,1,3,458
458,4,2,460
460,7,2,408
408,2,3,483
483,5,1,459
459,5,2,411
411,7,1,385
385,3,1,411
411,8,3,408
408,3,1,434
434,3,2,486
486,5,1,462
462,7,2,410
410,3,2,462
462,2,2,512
512,5,2,464
464,4,3,467
467,3,1,493
493,8,1,492
492,4,3,495
495,8,3,492
492,6,2,442
442,8,3,439
439,7,3,361
361,8,3,358
358,4,1,359
359,3,1,385
385,3,3,463
463,5,3,391
391,8,2,389
389,4,2,391
391,5,3,319
319,4,3,322
322,6,3,247
247,7,2,195
195,7,2,143
143,5,3,71
71,3,3,149
149,7,2,97
97,8,1,96
96,5,2,48
48,1,1,72
72,5,3,72
72,5,1,48
48,5,1,24
24,3,1,50
50,6,3,50
50,4,1,50
50,6,1,25
25,4,2,25
25,8,2,23
23,6,3,23
23,3,3,23
23,2,1,48
48,1,1,72
72,3,1,98
98,7,1,72
72,5,1,48
48,1,3,120
120,7,3,42
42,8,1,41
41,3,2,93
93,5,3,21
21,8,3,18
18,7,3,18
18,8,2,16
16,7,2,16
16,6,2,16
16,8,2,14
14,4,1,15
15,7,3,15
15,6,1,15
15,8,2,13
13,2,3,88
88,7,2,36
36,5,1,12
12,3,2,64
64,5,1,40
40,4,1,41
41,3,2,93
93,7,2,41
41,5,1,17
17,8,1,16
16,4,2,18
18,7,3,18
18,8,1,17
17,4,3,20
20,4,3,23
23,8,2,21
21,1,3,93
93,2,3,168
168,4,1,169
169,1,3,241
241,2,3,316
316,6,1,291
291,5,3,219
219,1,1,243
243,1,3,315
315,2,1,340
340,2,1,365
365,3,1,391
391,4,1,392
392,7,2,340
340,5,3,268
268,8,2,266
266,1,3,338
338,3,2,390
390,8,1,389
389,4,1,390
390,3,3,468
468,4,1,469
469,4,3,472
472,6,3,397
397,1,2,445
445,8,1,444
444,4,2,446
446,2,1,471
471,4,3,474
474,3,1,500
500,3,1,500
500,1,3,572
572,8,3,569
569,5,1,545
545,6,2,495
495,1,3,567
567,1,2,615
615,2,1,615
615,3,2,8
8,2,1,8
8,4,1,616
616,1,1,616
616,7,3,538
538,1,3,610
610,7,3,532
532,6,2,482
482,3,2,534
534,1,1,558
558,5,2,510
510,1,1,534
534,5,3,462
462,6,2,412
412,4,2,414
414,7,3,336
336,6,2,286
286,7,3,208
208,7,1,182
182,6,1,157
157,5,3,85
85,3,1,111
111,1,1,135
135,8,1,134
134,7,3,56
56,8,3,53
53,8,3,53
53,4,3,56
56,8,2,54
54,5,1,30
30,8,3,27
27,7,3,27
27,8,2,27
27,6,2,27
27,8,2,27
27,8,2,27
27,8,2,27
27,3,3,105
105,6,1,80
80,6,3,5
5,3,3,83
83,8,3,80
80,3,2,132
132,3,1,158
158,7,2,106
106,5,3,34
34,3,3,112
112,8,2,110
110,8,1,109
109,5,2,61
61,2,2,111
111,7,2,59
59,2,3,134
134,2,2,184
184,4,3,187
187,3,3,265
265,4,1,266
266,1,2,314
314,7,2,262
262,8,2,260
260,2,1,285
285,6,2,235
235,3,2,287
287,1,2,335
335,4,1,336
336,4,1,337
337,7,1,311
311,4,1,312
312,1,2,360
360,5,3,288
288,1,1,312
312,8,2,310
310,3,2,362
362,4,2,364
364,7,2,312
312,3,2,364
364,2,1,389
389,1,2,437
437,4,2,439
439,2,1,464
464,5,3,392
392,7,2,340
340,8,3,337
337,2,3,412
412,6,1,387
387,7,1,361
361,7,1,335
335,6,1,310
310,7,3,232
232,5,1,208
208,4,3,211
211,2,2,261
261,8,1,260
260,2,3,335
335,7,2,283
283,6,1,258
258,2,1,283
283,8,1,282
282,7,3,204
204,8,2,202
202,2,1,227
227,8,1,226
226,4,2,228
228,4,1,229
229,8,1,228
228,6,2,178
178,6,2,128
128,3,3,206
206,3,2,258
258,4,2,260
260,4,2,262
262,4,3,265
265,6,2,215
215,1,2,263
263,1,3,335
335,3,1,361
361,5,3,289
289,8,3,286
286,2,1,311
311,7,1,285
285,4,2,287
287,5,1,263
263,4,2,265
265,3,2,317
317,7,1,291
291,6,1,266
266,4,2,268
268,8,3,265
265,4,2,267
267,2,3,342
342,6,1,317
317,8,2,315
315,7,1,289
289,8,2,287
287,2,3,362
362,7,3,284
284,5,2,236
236,1,2,284
284,7,3,206
206,2,2,256
256,5,2,208
208,8,2,206
206,7,3,128
128,5,2,80
80,4,1,81
81,6,1,56
56,6,3,56
56,5,1,32
32,3,1,58
58,3,3,136
136,8,1,135
135,6,1,110
110,6,3,35
35,8,1,34
34,6,2,34
34,7,1,8
8,4,2,10
10,4,3,13
13,6,3,13
13,7,3,13
13,6,1,13
13,3,1,39
39,1,2,87
87,5,3,15
15,7,2,15
15,7,1,15
15,1,1,39
39,4,2,41
41,7,2,41
41,2,2,91
91,6,2,41
41,5,1,17
17,2,1,42
42,5,1,18
18,4,2,20
20,5,2,20
20,2,2,70
70,2,2,120
120,7,3,42
42,3,1,68
68,2,3,143
143,5,1,119
119,6,2,69
69,7,3,69
69,7,3,69
69,6,2,19
19,1,1,43
43,3,2,95
95,2,3,170
170,5,3,98
98,8,1,97
97,8,1,96
96,8,3,93
93,5,3,21
21,6,3,21
21,7,3,21
21,4,1,22
22,2,2,72
72,3,3,150
150,7,3,72
72,1,2,120
120,5,2,72
72,6,3,72
72,3,3,150
150,6,1,125
125,4,2,125
125,6,2,75
75,4,2,75
75,3,2,8
8,7,1,49
49,2,1,74
74,6,2,24
24,4,3,24
24,5,1,24
24,5,2,24
24,7,3,24
24,5,3,24
24,6,1,24
24,6,2,24
24,5,1,24
24,4,3,24
24,1,2,72
72,6,2,22
22,4,1,23
23,6,1,23
23,1,1,47
47,2,1,72
72,6,1,47
47,6,3,47
47,3,3,125
125,1,3,197
197,1,1,221
221,6,3,146
146,2,2,196
196,5,2,148
148,8,2,146
146,8,2,144
144,6,3,69
69,7,1,43
43,3,3,121
121,8,1,120
120,7,1,94
94,6,2,44
44,4,2,46
46,8,1,45
45,8,2,43
43,3,2,95
95,2,3,170
170,5,1,146
146,3,2,198
198,5,1,174
174,2,2,224
224,5,1,200
200,6,2,150
150,7,3,72
72,8,1,71
71,7,3,71
71,6,1,46
46,6,3,46
46,4,3,49
49,4,2,49
49,5,1,25
25,4,3,25
25,8,2,23
23,7,2,23
23,4,1,24
24,1,1,48
48,2,2,98
98,1,3,170
170,6,1,145
145,2,3,220
220,5,1,196
196,5,2,148
148,7,1,122
122,1,3,194
194,8,1,193
193,2,3,268
268,1,1,292
292,7,1,266
266,4,3,269
269,8,1,268
268,2,2,318
318,3,1,344
344,8,1,343
343,4,2,345
345,6,3,270
270,8,1,269
269,5,2,221
221,3,2,273
273,1,1,297
297,8,2,295
295,8,3,292
292,5,2,244
244,6,2,194
194,3,3,272
272,5,3,200
200,7,3,122
122,3,1,148
148,3,1,174
174,5,1,150
150,3,3,150
150,5,2,150
150,4,1,150
150,7,2,98
98,2,2,148
148,4,3,148
148,1,3,220
220,2,3,295
295,1,3,367
367,5,3,295
295,5,3,223
223,4,3,223
223,6,3,148
148,3,2,200
200,8,1,199
199,4,2,199
199,8,3,196
196,1,1,220
220,2,3,295
295,7,3,217
217,3,2,269
269,4,2,271
271,4,1,272
272,8,3,269
269,3,1,295
295,8,2,293
