439,7,3,361
361,8,2,359
359,1,2,407
407,1,3,479
479,4,2,481
481,7,3,403
403,3,2,455
455,2,2,505
505,1,1,529
529,3,1,555
555,4,1,556
556,3,1,582
582,3,2,8
8,3,2,8
8,6,2,532
532,7,1,506
506,7,3,428
428,6,1,403
403,6,3,328
328,4,1,329
329,4,2,331
331,4,1,332
332,3,2,384
384,7,2,332
332,5,2,284
284,1,2,332
332,3,3,410
410,2,1,435
435,1,2,483
483,7,2,431
431,3,1,457
457,1,1,481
481,3,2,533
533,2,2,583
583,8,2,581
581,2,3,581
581,8,2,579
579,2,3,579
579,8,3,576
576,6,1,551
551,3,2,603
603,3,3,603
603,2,2,603
603,6,3,528
528,7,1,502
502,6,3,427
427,7,1,401
401,4,1,402
402,3,3,480
480,6,2,430
430,3,1,456
456,2,2,506
506,5,2,458
458,8,2,456
456,3,3,534
534,3,2,586
586,1,1,610
610,8,3,607
607,2,2,607
607,8,2,605
605,8,3,602
602,8,1,601
601,8,2,601
601,7,2,601
601,4,2,603
603,8,1,602
602,3,3,602
602,2,3,602
602,2,2,602
602,6,1,577
577,4,3,580
580,4,3,583
583,5,1,559
559,5,2,511
511,6,3,436
436,7,2,384
384,6,3,309
309,6,2,259
259,8,1,258
258,2,2,308
308,2,1,333
333,8,2,331
331,8,3,328
328,8,3,328
328,5,1,304
304,5,3,232
232,3,2,284
284,4,3,287
287,7,3,209
209,5,2,161
161,3,2,213
213,3,3,291
291,2,3,366
366,3,2,418
418,3,2,470
470,3,2,522
522,4,1,523
523,3,2,575
575,7,2,523
523,1,1,547
547,5,2,499
499,4,1,500
500,5,3,500
500,6,2,450
450,1,2,498
498,6,3,423
423,2,1,448
448,5,1,424
424,6,3,349
349,4,3,349
349,2,2,399
399,2,3,474
474,4,2,474
474,3,2,8
8,3,2,8
8,5,3,8
8,6,2,424
424,5,3,424
424,5,1,400
400,3,3,400
400,3,1,400
400,2,2,450
450,8,1,449
449,6,3,374
374,6,2,324
324,1,1,348
348,8,1,347
347,3,1,373
373,8,1,372
372,1,1,396
396,3,1,422
422,2,1,447
447,2,1,472
472,7,1,446
446,6,2,396
396,7,1,370
370,1,2,418
418,8,2,416
416,2,1,441
441,2,3,516
516,6,1,491
491,3,3,569
569,6,1,544
544,4,3,547
547,6,3,472
472,3,3,550
550,6,2,500
500,1,2,548
548,3,3,548
548,5,1,524
524,1,2,572
572,5,1,548
548,8,3,545
545,3,3,623
623,1,3,623
623,8,3,620
620,8,3,617
617,7,1,591
591,1,3,591
591,6,1,566
566,7,3,488
488,2,3,563
563,3,1,589
589,6,2,539
539,5,2,491
491,2,1,516
516,8,3,513
513,6,2,463
463,1,1,487
487,6,2,437
437,1,2,485
485,3,2,537
537,7,2,485
485,6,3,410
410,3,1,436
436,5,3,364
364,7,3,286
286,5,1,262
262,6,3,187
187,8,1,186
186,1,3,258
258,2,2,308
308,4,2,310
310,2,3,385
385,8,3,382
382,8,2,380
380,3,3,458
458,2,3,533
533,7,3,455
455,4,3,458
458,4,2,460
460,7,1,434
434,5,3,362
362,7,3,284
284,7,1,258
258,2,1,283
283,6,2,233
233,5,1,209
209,2,1,234
234,1,1,258
258,7,3,180
180,7,2,128
128,5,1,104
104,1,3,176
176,5,2,128
128,8,1,127
127,3,1,153
153,1,1,177
177,8,3,177
177,5,3,105
105,2,3,180
180,3,3,258
258,5,1,234
234,6,2,184
184,3,1,210
210,3,3,288
288,1,3,360
360,7,3,282
282,2,1,307
307,4,1,308
308,1,2,356
356,2,3,431
431,2,2,481
481,8,3,478
478,5,1,454
454,1,1,478
478,3,2,530
530,4,1,531
531,2,2,581
581,3,2,8
8,3,2,8
8,3,1,607
607,8,2,605
605,7,3,527
527,3,1,553
553,5,2,505
505,8,3,502
502,1,1,526
526,4,2,528
528,5,3,456
456,1,3,528
528,3,1,554
554,3,3,554
554,4,2,556
556,6,3,481
481,1,1,505
505,5,3,433
433,8,1,432
432,5,2,384
384,3,1,410
410,8,3,407
407,6,1,382
382,8,1,381
381,8,1,380
380,7,1,354
354,2,3,429
429,7,1,403
403,2,3,478
478,7,1,452
452,8,3,452
452,3,2,504
504,3,3,582
582,8,2,580
580,6,3,505
505,7,2,453
453,5,2,405
405,4,3,408
408,1,1,432
432,3,1,458
458,1,1,482
482,7,2,430
430,6,1,405
405,7,1,379
379,1,3,451
451,6,2,401
401,2,3,476
476,4,3,479
479,3,1,505
505,8,2,503
503,4,3,506
506,8,3,503
503,5,1,479
479,4,1,480
480,6,3,405
405,3,3,483
483,4,3,486
486,5,3,414
414,3,3,492
492,5,1,468
468,6,2,418
418,2,3,493
493,8,1,492
492,8,2,490
490,5,3,418
418,8,3,415
415,2,2,465
465,3,2,517
517,7,1,491
491,4,2,493
493,7,3,415
415,8,3,412
412,4,3,415
415,7,2,363
363,4,3,366
366,3,2,418
418,5,1,394
394,8,1,393
393,5,1,369
369,8,2,367
367,7,2,315
315,2,2,365
365,8,1,364
364,7,1,338
338,1,2,386
386,4,3,389
389,3,3,467
467,3,3,545
545,8,3,542
542,3,1,568
568,1,3,568
568,5,1,544
544,6,2,494
494,2,3,569
569,8,1,568
568,2,1,593
593,5,3,521
521,1,3,593
593,3,2,8
8,8,1,592
592,5,3,520
520,1,3,592
592,8,3,589
589,2,2,589
589,7,1,563
563,3,2,615
615,5,3,543
543,4,1,544
544,2,2,594
594,6,2,544
544,1,3,616
616,8,3,613
613,7,2,561
561,7,3,483
483,4,1,484
484,3,2,536
536,3,3,614
614,7,3,536
536,8,1,535
535,7,2,483
483,6,1,458
458,7,3,380
380,6,3,305
305,4,1,306
306,4,2,308
308,1,3,380
380,3,3,458
458,1,3,530
530,6,2,480
480,2,2,530
530,3,2,582
582,8,3,579
579,5,1,555
555,1,1,579
579,4,1,580
580,2,2,580
580,4,2,582
582,6,3,507
507,1,2,555
555,8,3,552
552,2,3,552
552,5,2,504
504,4,1,505
505,4,2,507
507,2,1,532
532,5,3,460
460,1,2,508
508,7,2,456
456,1,1,480
480,8,2,478
478,1,1,502
502,8,1,501
501,6,1,476
476,1,2,476
476,4,2,478
478,6,2,428
428,1,3,428
428,7,1,402
402,2,2,452
452,3,1,478
478,1,2,526
526,5,2,478
478,5,1,454
454,1,3,526
526,6,2,476
476,5,2,428
428,4,3,431
431,5,3,359
359,6,1,334
334,7,1,308
308,7,3,230
230,2,3,305
305,4,3,308
308,7,3,230
230,5,2,182
182,4,3,185
185,1,2,233
233,4,3,236
236,4,2,238
238,3,2,290
290,6,3,215
215,7,3,137
137,5,3,65
65,2,3,140
140,5,1,116
116,1,2,164
164,2,2,214
214,8,1,213
213,5,3,141
141,5,2,93
93,7,1,67
67,7,1,41
41,5,3,41
41,2,2,91
91,4,3,94
94,3,3,172
172,1,2,220
220,6,3,145
145,6,3,70
70,5,1,46
46,7,2,46
46,7,2,46
46,5,2,46
46,3,1,72
72,7,3,72
72,6,1,47
47,3,3,125
125,7,2,73
73,8,2,71
71,4,2,73
73,1,2,121
121,6,1,96
96,5,2,48
48,2,3,123
123,5,1,99
99,6,2,49
49,7,1,23
23,2,3,98
98,3,2,150
150,4,1,150
150,6,3,75
75,3,3,75
75,6,2,25
25,6,2,25
25,6,1,25
25,7,2,25
25,2,2,75
75,3,2,8
8,8,2,73
73,2,3,148
148,8,3,145
145,2,3,220
220,4,2,222
222,3,2,274
274,7,2,222
222,4,1,223
223,4,3,223
223,3,1,249
249,3,2,8
8,3,1,275
275,4,2,275
275,5,3,275
275,6,3,200
200,5,2,200
200,2,3,275
275,8,3,272
272,1,2,320
320,2,1,345
345,1,1,369
369,5,3,297
297,6,3,222
222,3,3,300
300,3,2,8
8,8,1,299
299,2,1,324
324,6,1,299
299,2,2,349
349,4,2,349
349,5,2,349
349,1,2,397
397,2,2,447
447,3,1,473
473,2,3,548
548,3,3,548
548,5,3,548
548,8,1,547
547,2,1,572
572,3,2,624
624,7,3,546
546,6,1,521
521,2,3,596
596,6,3,521
521,5,3,449
449,1,2,497
497,7,3,419
419,5,2,371
371,1,1,395
395,1,2,443
443,3,2,495
495,5,1,471
471,6,2,421
421,5,2,373
373,1,1,397
397,5,2,349
349,4,3,349
349,1,3,421
421,4,2,423
423,4,1,424
424,4,2,424
424,3,2,8
8,5,2,8
8,2,2,474
474,7,3,396
396,4,1,397
397,4,2,399
399,7,1,373
373,8,3,370
370,3,3,448
448,1,1,472
472,2,2,522
522,6,3,447
447,4,3,450
450,1,3,522
522,3,2,574
574,2,1,599
